version,scenario,rosterIndex,playerName,pos,ovr,valueNoPot,targetMinutes,avgMinutes,medianMinutes,stdMinutes,p10Minutes,p90Minutes,avgMinusTarget,hitRateAbs2,notes
E_moderate_plus,5_bench_9th_target_12,7,"FirstName LastName",FC,54,38.8,N/A,15.22,15.18,3.13,11.22,19.47,N/A,N/A,""
E_moderate_plus,5_bench_9th_target_12,8,"FirstName LastName",GF,50,34.48,12,10.5,10.32,3.71,5.74,15.43,-1.5,37.5,"GOOD_ACCURACY (<=2m off)"
E_moderate_plus,5_bench_9th_target_12,9,"FirstName LastName",C,47,31.24,N/A,1.52,0,2.35,0,4.96,N/A,N/A,""
E_moderate_plus,6_bench_9th_target_26,0,"FirstName LastName",PG,76,62.54,N/A,34.95,35.39,3.08,30.63,37.97,N/A,N/A,""
E_moderate_plus,6_bench_9th_target_26,1,"FirstName LastName",SG,73,59.3,N/A,34.7,35.32,2.74,31.03,37.47,N/A,N/A,""
E_moderate_plus,6_bench_9th_target_26,2,"FirstName LastName",SF,70,56.07,N/A,33.28,33.59,2.4,29.99,36,N/A,N/A,""
E_moderate_plus,6_bench_9th_target_26,3,"FirstName LastName",PF,66,51.75,N/A,31.14,31.37,2.57,27.82,34.09,N/A,N/A,""
E_moderate_plus,6_bench_9th_target_26,4,"FirstName LastName",C,63,48.51,N/A,28.33,28.5,2.75,24.61,31.53,N/A,N/A,""
E_moderate_plus,6_bench_9th_target_26,5,"FirstName LastName",G,60,45.27,N/A,22.39,22.35,2.88,18.85,26.49,N/A,N/A,""
E_moderate_plus,6_bench_9th_target_26,6,"FirstName LastName",F,57,42.04,N/A,17.39,17.4,2.99,13.23,21.36,N/A,N/A,""
E_moderate_plus,6_bench_9th_target_26,7,"FirstName LastName",FC,54,38.8,N/A,9.94,9.9,3.67,5.03,14.65,N/A,N/A,""
E_moderate_plus,6_bench_9th_target_26,8,"FirstName LastName",GF,50,34.48,26,28.47,28.64,2.24,25.72,31.16,2.47,37,""
E_moderate_plus,6_bench_9th_target_26,9,"FirstName LastName",C,47,31.24,N/A,0.91,0,1.97,0,4.44,N/A,N/A,""
E_moderate_plus,7_starter_target_14,0,"FirstName LastName",PG,76,62.54,14,21.94,21.86,1.8,19.73,24.24,7.94,0,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,7_starter_target_14,1,"FirstName LastName",SG,73,59.3,N/A,36.38,36.57,2.68,32.85,39.28,N/A,N/A,""
E_moderate_plus,7_starter_target_14,2,"FirstName LastName",SF,70,56.07,N/A,35.18,35.52,2.66,31.82,37.78,N/A,N/A,""
E_moderate_plus,7_starter_target_14,3,"FirstName LastName",PF,66,51.75,N/A,33.95,34.05,2.23,30.76,36.56,N/A,N/A,""
E_moderate_plus,7_starter_target_14,4,"FirstName LastName",C,63,48.51,N/A,31.55,31.79,2.32,28.73,34.15,N/A,N/A,""
E_moderate_plus,7_starter_target_14,5,"FirstName LastName",G,60,45.27,N/A,27.63,27.8,2.18,25.02,30.53,N/A,N/A,""
E_moderate_plus,7_starter_target_14,6,"FirstName LastName",F,57,42.04,N/A,22.06,22.16,2.49,18.45,25.04,N/A,N/A,""
E_moderate_plus,7_starter_target_14,7,"FirstName LastName",FC,54,38.8,N/A,17.67,17.79,2.79,13.76,21.43,N/A,N/A,""
E_moderate_plus,7_starter_target_14,8,"FirstName LastName",GF,50,34.48,N/A,12.81,12.97,3.17,8.66,16.55,N/A,N/A,""
E_moderate_plus,7_starter_target_14,9,"FirstName LastName",C,47,31.24,N/A,2.2,1.01,2.74,0,6.2,N/A,N/A,""
E_moderate_plus,8_target_0,0,"FirstName LastName",PG,76,62.54,0,9.81,9.54,2.41,7.28,13.06,9.81,0,"Low rotation (~2-7m)"
E_moderate_plus,8_target_0,1,"FirstName LastName",SG,73,59.3,N/A,36.93,37.3,2.92,32.73,39.75,N/A,N/A,""
E_moderate_plus,8_target_0,2,"FirstName LastName",SF,70,56.07,N/A,35.8,36.08,2.22,32.68,38.56,N/A,N/A,""
E_moderate_plus,8_target_0,3,"FirstName LastName",PF,66,51.75,N/A,34.5,34.64,2.3,31.9,37.03,N/A,N/A,""
E_moderate_plus,8_target_0,4,"FirstName LastName",C,63,48.51,N/A,32.59,32.94,2.21,29.83,34.99,N/A,N/A,""
E_moderate_plus,8_target_0,5,"FirstName LastName",G,60,45.27,N/A,28.83,28.97,2.09,26.24,31.22,N/A,N/A,""
E_moderate_plus,8_target_0,6,"FirstName LastName",F,57,42.04,N/A,23.59,23.55,2.2,21.04,26.38,N/A,N/A,""
E_moderate_plus,8_target_0,7,"FirstName LastName",FC,54,38.8,N/A,19.5,19.57,2.32,16.57,22.43,N/A,N/A,""
E_moderate_plus,8_target_0,8,"FirstName LastName",GF,50,34.48,N/A,16.38,16.49,2.48,13.62,19.52,N/A,N/A,""
E_moderate_plus,8_target_0,9,"FirstName LastName",C,47,31.24,N/A,3.69,3.28,3.03,0,7.89,N/A,N/A,""
E_moderate_plus,9_sum_240,0,"FirstName LastName",PG,76,62.54,34,34.46,35.11,3.72,30.09,38.04,0.46,37,"GOOD_ACCURACY (<=2m off)"
E_moderate_plus,9_sum_240,1,"FirstName LastName",SG,73,59.3,34,34.75,35.03,2.93,30.78,38.02,0.75,42,"GOOD_ACCURACY (<=2m off)"
E_moderate_plus,9_sum_240,2,"FirstName LastName",SF,70,56.07,32,33.02,33.24,2.83,29.33,36.31,1.02,42.5,"GOOD_ACCURACY (<=2m off)"
E_moderate_plus,9_sum_240,3,"FirstName LastName",PF,66,51.75,32,32.23,32.62,2.51,28.84,35.11,0.23,53,"GOOD_ACCURACY (<=2m off)"
E_moderate_plus,9_sum_240,4,"FirstName LastName",C,63,48.51,28,28.4,28.57,2.47,25.04,31.17,0.4,55.5,"GOOD_ACCURACY (<=2m off)"
E_moderate_plus,9_sum_240,5,"FirstName LastName",G,60,45.27,24,24.74,24.89,2.82,20.84,28.41,0.74,54,"GOOD_ACCURACY (<=2m off)"
E_moderate_plus,9_sum_240,6,"FirstName LastName",F,57,42.04,20,18.88,18.77,3.18,14.92,23.44,-1.12,45.5,"GOOD_ACCURACY (<=2m off)"
E_moderate_plus,9_sum_240,7,"FirstName LastName",FC,54,38.8,20,17.34,17.25,3.79,12.43,22.36,-2.66,33,""
E_moderate_plus,9_sum_240,8,"FirstName LastName",GF,50,34.48,16,16.62,16.75,3.57,12.23,21.12,0.62,45,"GOOD_ACCURACY (<=2m off)"
E_moderate_plus,9_sum_240,9,"FirstName LastName",C,47,31.24,0,0.19,0,0.8,0,0,0.19,95.5,"DNP (0m)"
E_moderate_plus,10_sum_low_180,0,"FirstName LastName",PG,76,62.54,18,27.57,27.57,2.22,24.51,30.26,9.57,0.5,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,10_sum_low_180,1,"FirstName LastName",SG,73,59.3,18,26.59,26.66,2.07,23.9,29,8.59,0,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,10_sum_low_180,2,"FirstName LastName",SF,70,56.07,18,25,25.01,2.04,22.73,27.62,7,0.5,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,10_sum_low_180,3,"FirstName LastName",PF,66,51.75,18,24.2,24.14,2.03,22.15,26.59,6.2,1.5,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,10_sum_low_180,4,"FirstName LastName",C,63,48.51,18,22.89,23.13,2.28,19.76,25.64,4.89,13,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,10_sum_low_180,5,"FirstName LastName",G,60,45.27,18,23.3,23.32,2.33,20.29,26.23,5.3,7,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,10_sum_low_180,6,"FirstName LastName",F,57,42.04,18,21.34,21.28,2.26,18.29,24.05,3.34,26,""
E_moderate_plus,10_sum_low_180,7,"FirstName LastName",FC,54,38.8,18,20.88,21.18,2.55,17.53,23.9,2.88,29.5,""
E_moderate_plus,10_sum_low_180,8,"FirstName LastName",GF,50,34.48,18,24.76,24.68,2.2,22.06,27.31,6.76,3,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,10_sum_low_180,9,"FirstName LastName",C,47,31.24,18,25.11,25.07,2.15,22.64,28.07,7.11,1.5,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,11_sum_high_320,0,"FirstName LastName",PG,76,62.54,40,33.83,34.37,3.31,28.94,37.33,-6.17,3.5,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,11_sum_high_320,1,"FirstName LastName",SG,73,59.3,40,33.53,33.94,2.88,29.7,36.78,-6.47,2,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,11_sum_high_320,2,"FirstName LastName",SF,70,56.07,40,32.54,32.68,2.97,28.14,36.06,-7.46,2,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,11_sum_high_320,3,"FirstName LastName",PF,66,51.75,40,30.66,30.8,3.12,26.57,34.25,-9.34,0.5,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,11_sum_high_320,4,"FirstName LastName",C,63,48.51,40,28.99,29.08,3.12,24.76,33.11,-11.01,0,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,11_sum_high_320,5,"FirstName LastName",G,60,45.27,24,18.46,18.29,3.4,14.26,22.79,-5.54,12,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,11_sum_high_320,6,"FirstName LastName",F,57,42.04,24,14.34,14.55,3.26,9.56,18.41,-9.66,1,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,11_sum_high_320,7,"FirstName LastName",FC,54,38.8,24,12.36,12.09,3.9,7.58,17.37,-11.64,0.5,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,11_sum_high_320,8,"FirstName LastName",GF,50,34.48,24,20.27,20.5,3.5,15.65,24.93,-3.73,27.5,""
E_moderate_plus,11_sum_high_320,9,"FirstName LastName",C,47,31.24,24,15.79,16.15,3.63,11.12,20.36,-8.21,2.5,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,12_playoffs_starter_26,0,"FirstName LastName",PG,76,62.54,26,33.56,34.02,2.86,30.63,36.27,7.56,4,"LARGE_DEVIATION (>4m off)"
E_moderate_plus,12_playoffs_starter_26,1,"FirstName LastName",SG,73,59.3,N/A,39.73,40.33,3.17,34.84,42.82,N/A,N/A,""
E_moderate_plus,12_playoffs_starter_26,2,"FirstName LastName",SF,70,56.07,N/A,37.88,38.68,3.25,33.41,41.12,N/A,N/A,""
E_moderate_plus,12_playoffs_starter_26,3,"FirstName LastName",PF,66,51.75,N/A,35.99,36.7,3.22,32.14,38.78,N/A,N/A,""
E_moderate_plus,12_playoffs_starter_26,4,"FirstName LastName",C,63,48.51,N/A,32.67,32.97,3,28.37,35.97,N/A,N/A,""
E_moderate_plus,12_playoffs_starter_26,5,"FirstName LastName",G,60,45.27,N/A,27.4,27.59,3.09,23.72,30.74,N/A,N/A,""
E_moderate_plus,12_playoffs_starter_26,6,"FirstName LastName",F,57,42.04,N/A,19.43,18.76,3.26,15.65,24.06,N/A,N/A,""
E_moderate_plus,12_playoffs_starter_26,7,"FirstName LastName",FC,54,38.8,N/A,10.51,10.25,3.77,5.88,15.04,N/A,N/A,""
E_moderate_plus,12_playoffs_starter_26,8,"FirstName LastName",GF,50,34.48,N/A,3.61,2.77,3.6,0,9.43,N/A,N/A,""
E_moderate_plus,12_playoffs_starter_26,9,"FirstName LastName",C,47,31.24,N/A,1.11,0,2.17,0,4.74,N/A,N/A,""
C_strong,1_no_target_baseline,0,"FirstName LastName",PG,76,62.54,N/A,35.76,36.37,3.06,31.68,38.73,N/A,N/A,""
C_strong,1_no_target_baseline,1,"FirstName LastName",SG,73,59.3,N/A,35.85,36.25,2.55,32.85,38.5,N/A,N/A,""
C_strong,1_no_target_baseline,2,"FirstName LastName",SF,70,56.07,N/A,34.57,35.01,2.77,30.91,37.46,N/A,N/A,""
C_strong,1_no_target_baseline,3,"FirstName LastName",PF,66,51.75,N/A,33.1,33.65,2.68,29.82,35.75,N/A,N/A,""
C_strong,1_no_target_baseline,4,"FirstName LastName",C,63,48.51,N/A,30.66,31.03,2.31,27.78,33.36,N/A,N/A,""
C_strong,1_no_target_baseline,5,"FirstName LastName",G,60,45.27,N/A,25.12,25.11,2.68,21.9,28.82,N/A,N/A,""
C_strong,1_no_target_baseline,6,"FirstName LastName",F,57,42.04,N/A,21.09,21.24,2.38,17.94,24.09,N/A,N/A,""
C_strong,1_no_target_baseline,7,"FirstName LastName",FC,54,38.8,N/A,15.12,15.17,3.3,11.09,19.23,N/A,N/A,""
C_strong,1_no_target_baseline,8,"FirstName LastName",GF,50,34.48,N/A,7.96,7.57,3.96,3.16,13.72,N/A,N/A,""
C_strong,1_no_target_baseline,9,"FirstName LastName",C,47,31.24,N/A,1.63,0.17,2.42,0,5.81,N/A,N/A,""
C_strong,2_sub_6th_target_26,0,"FirstName LastName",PG,76,62.54,N/A,36.19,36.71,3.18,32.63,38.88,N/A,N/A,""
C_strong,2_sub_6th_target_26,1,"FirstName LastName",SG,73,59.3,N/A,36.37,36.86,2.39,33.36,38.84,N/A,N/A,""
C_strong,2_sub_6th_target_26,2,"FirstName LastName",SF,70,56.07,N/A,34.77,35.03,2.41,31.72,37.33,N/A,N/A,""
C_strong,2_sub_6th_target_26,3,"FirstName LastName",PF,66,51.75,N/A,32.89,32.93,2.52,29.9,35.57,N/A,N/A,""
C_strong,2_sub_6th_target_26,4,"FirstName LastName",C,63,48.51,N/A,30.88,31.16,2.52,27.86,33.43,N/A,N/A,""
C_strong,2_sub_6th_target_26,5,"FirstName LastName",G,60,45.27,26,28.08,28.11,2.36,25.63,31.07,2.08,43,""
C_strong,2_sub_6th_target_26,6,"FirstName LastName",F,57,42.04,N/A,20.58,20.51,2.71,17.06,23.59,N/A,N/A,""
C_strong,2_sub_6th_target_26,7,"FirstName LastName",FC,54,38.8,N/A,14.79,14.47,3.47,10.38,19.4,N/A,N/A,""
C_strong,2_sub_6th_target_26,8,"FirstName LastName",GF,50,34.48,N/A,6.02,5.54,3.65,1.81,11.23,N/A,N/A,""
C_strong,2_sub_6th_target_26,9,"FirstName LastName",C,47,31.24,N/A,1.31,0,2.07,0,4.76,N/A,N/A,""
C_strong,3_starter_target_26,0,"FirstName LastName",PG,76,62.54,26,32.64,33,2.55,29.82,35.44,6.64,3,"LARGE_DEVIATION (>4m off)"
C_strong,3_starter_target_26,1,"FirstName LastName",SG,73,59.3,N/A,36.38,36.74,2.69,33.13,39.32,N/A,N/A,""
C_strong,3_starter_target_26,2,"FirstName LastName",SF,70,56.07,N/A,35.16,35.5,2.46,32,37.83,N/A,N/A,""
C_strong,3_starter_target_26,3,"FirstName LastName",PF,66,51.75,N/A,33.34,33.45,2.36,30.3,36.14,N/A,N/A,""
C_strong,3_starter_target_26,4,"FirstName LastName",C,63,48.51,N/A,31.06,31.3,2.55,28.44,33.66,N/A,N/A,""
C_strong,3_starter_target_26,5,"FirstName LastName",G,60,45.27,N/A,25.87,25.73,2.14,23.65,28.52,N/A,N/A,""
C_strong,3_starter_target_26,6,"FirstName LastName",F,57,42.04,N/A,21.48,21.46,2.44,18.26,24.47,N/A,N/A,""
C_strong,3_starter_target_26,7,"FirstName LastName",FC,54,38.8,N/A,16.45,16.77,3.08,12.28,20.37,N/A,N/A,""
C_strong,3_starter_target_26,8,"FirstName LastName",GF,50,34.48,N/A,8.25,8.08,3.98,3.25,13.35,N/A,N/A,""
C_strong,3_starter_target_26,9,"FirstName LastName",C,47,31.24,N/A,1.23,0,2.23,0,4.52,N/A,N/A,""
C_strong,4_starter_target_36,0,"FirstName LastName",PG,76,62.54,36,36.22,36.67,2.89,32.28,39.13,0.22,56.5,"GOOD_ACCURACY (<=2m off)"
C_strong,4_starter_target_36,1,"FirstName LastName",SG,73,59.3,N/A,35.86,36.41,2.77,32.51,38.47,N/A,N/A,""
C_strong,4_starter_target_36,2,"FirstName LastName",SF,70,56.07,N/A,34.74,35.08,2.54,30.91,37.49,N/A,N/A,""
C_strong,4_starter_target_36,3,"FirstName LastName",PF,66,51.75,N/A,33.14,33.66,2.45,30.07,35.59,N/A,N/A,""
C_strong,4_starter_target_36,4,"FirstName LastName",C,63,48.51,N/A,30.86,31.15,2.22,27.94,33.3,N/A,N/A,""
C_strong,4_starter_target_36,5,"FirstName LastName",G,60,45.27,N/A,24.97,25.01,2.72,21.7,28.34,N/A,N/A,""
C_strong,4_starter_target_36,6,"FirstName LastName",F,57,42.04,N/A,20.84,20.84,2.5,17.63,23.89,N/A,N/A,""
C_strong,4_starter_target_36,7,"FirstName LastName",FC,54,38.8,N/A,15.17,15.17,3.26,11.03,19.76,N/A,N/A,""
C_strong,4_starter_target_36,8,"FirstName LastName",GF,50,34.48,N/A,7.58,7.55,3.73,2.87,12.58,N/A,N/A,""
C_strong,4_starter_target_36,9,"FirstName LastName",C,47,31.24,N/A,1.24,0,2.2,0,4.99,N/A,N/A,""
C_strong,5_bench_9th_target_12,0,"FirstName LastName",PG,76,62.54,N/A,35.49,36.17,3.22,31.14,38.62,N/A,N/A,""
C_strong,5_bench_9th_target_12,1,"FirstName LastName",SG,73,59.3,N/A,35.7,36.16,2.84,31.97,38.68,N/A,N/A,""
C_strong,5_bench_9th_target_12,2,"FirstName LastName",SF,70,56.07,N/A,34.27,34.79,3.04,30.03,37.51,N/A,N/A,""
C_strong,5_bench_9th_target_12,3,"FirstName LastName",PF,66,51.75,N/A,32.8,33.14,2.88,29.2,35.74,N/A,N/A,""
C_strong,5_bench_9th_target_12,4,"FirstName LastName",C,63,48.51,N/A,30.58,30.86,2.61,27.21,33.63,N/A,N/A,""
C_strong,5_bench_9th_target_12,5,"FirstName LastName",G,60,45.27,N/A,25.22,25.32,2.78,22.01,28.65,N/A,N/A,""
C_strong,5_bench_9th_target_12,6,"FirstName LastName",F,57,42.04,N/A,20.46,20.72,2.56,17.2,23.75,N/A,N/A,""
C_strong,5_bench_9th_target_12,7,"FirstName LastName",FC,54,38.8,N/A,15.22,15.18,3.13,11.22,19.47,N/A,N/A,""
C_strong,5_bench_9th_target_12,8,"FirstName LastName",GF,50,34.48,12,10.5,10.32,3.71,5.74,15.43,-1.5,37.5,"GOOD_ACCURACY (<=2m off)"
C_strong,5_bench_9th_target_12,9,"FirstName LastName",C,47,31.24,N/A,1.52,0,2.35,0,4.96,N/A,N/A,""
C_strong,6_bench_9th_target_26,0,"FirstName LastName",PG,76,62.54,N/A,34.95,35.39,3.08,30.63,37.97,N/A,N/A,""
C_strong,6_bench_9th_target_26,1,"FirstName LastName",SG,73,59.3,N/A,34.7,35.32,2.74,31.03,37.47,N/A,N/A,""
C_strong,6_bench_9th_target_26,2,"FirstName LastName",SF,70,56.07,N/A,33.28,33.59,2.4,29.99,36,N/A,N/A,""
C_strong,6_bench_9th_target_26,3,"FirstName LastName",PF,66,51.75,N/A,31.14,31.37,2.57,27.82,34.09,N/A,N/A,""
C_strong,6_bench_9th_target_26,4,"FirstName LastName",C,63,48.51,N/A,28.33,28.5,2.75,24.61,31.53,N/A,N/A,""
C_strong,6_bench_9th_target_26,5,"FirstName LastName",G,60,45.27,N/A,22.39,22.35,2.88,18.85,26.49,N/A,N/A,""
C_strong,6_bench_9th_target_26,6,"FirstName LastName",F,57,42.04,N/A,17.39,17.4,2.99,13.23,21.36,N/A,N/A,""
C_strong,6_bench_9th_target_26,7,"FirstName LastName",FC,54,38.8,N/A,9.94,9.9,3.67,5.03,14.65,N/A,N/A,""
C_strong,6_bench_9th_target_26,8,"FirstName LastName",GF,50,34.48,26,28.47,28.64,2.24,25.72,31.16,2.47,37,""
C_strong,6_bench_9th_target_26,9,"FirstName LastName",C,47,31.24,N/A,0.91,0,1.97,0,4.44,N/A,N/A,""
C_strong,7_starter_target_14,0,"FirstName LastName",PG,76,62.54,14,21.94,21.86,1.8,19.73,24.24,7.94,0,"LARGE_DEVIATION (>4m off)"
C_strong,7_starter_target_14,1,"FirstName LastName",SG,73,59.3,N/A,36.38,36.57,2.68,32.85,39.28,N/A,N/A,""
C_strong,7_starter_target_14,2,"FirstName LastName",SF,70,56.07,N/A,35.18,35.52,2.66,31.82,37.78,N/A,N/A,""
C_strong,7_starter_target_14,3,"FirstName LastName",PF,66,51.75,N/A,33.95,34.05,2.23,30.76,36.56,N/A,N/A,""
C_strong,7_starter_target_14,4,"FirstName LastName",C,63,48.51,N/A,31.55,31.79,2.32,28.73,34.15,N/A,N/A,""
C_strong,7_starter_target_14,5,"FirstName LastName",G,60,45.27,N/A,27.63,27.8,2.18,25.02,30.53,N/A,N/A,""
C_strong,7_starter_target_14,6,"FirstName LastName",F,57,42.04,N/A,22.06,22.16,2.49,18.45,25.04,N/A,N/A,""
C_strong,7_starter_target_14,7,"FirstName LastName",FC,54,38.8,N/A,17.67,17.79,2.79,13.76,21.43,N/A,N/A,""
C_strong,7_starter_target_14,8,"FirstName LastName",GF,50,34.48,N/A,12.81,12.97,3.17,8.66,16.55,N/A,N/A,""
C_strong,7_starter_target_14,9,"FirstName LastName",C,47,31.24,N/A,2.2,1.01,2.74,0,6.2,N/A,N/A,""
C_strong,8_target_0,0,"FirstName LastName",PG,76,62.54,0,8.09,7.5,2.57,5.47,11.67,8.09,0,"Low rotation (~2-7m)"
C_strong,8_target_0,1,"FirstName LastName",SG,73,59.3,N/A,37.01,37.37,2.87,33.21,39.69,N/A,N/A,""
C_strong,8_target_0,2,"FirstName LastName",SF,70,56.07,N/A,35.46,35.81,2.41,32.24,38.26,N/A,N/A,""
C_strong,8_target_0,3,"FirstName LastName",PF,66,51.75,N/A,34.53,34.67,2.25,31.73,37.03,N/A,N/A,""
C_strong,8_target_0,4,"FirstName LastName",C,63,48.51,N/A,32.7,33.01,2.12,29.92,34.9,N/A,N/A,""
C_strong,8_target_0,5,"FirstName LastName",G,60,45.27,N/A,29.19,29.35,2.29,26.64,31.83,N/A,N/A,""
C_strong,8_target_0,6,"FirstName LastName",F,57,42.04,N/A,23.71,23.71,2.02,21.41,26.23,N/A,N/A,""
C_strong,8_target_0,7,"FirstName LastName",FC,54,38.8,N/A,19.89,19.77,2.52,16.77,23.33,N/A,N/A,""
C_strong,8_target_0,8,"FirstName LastName",GF,50,34.48,N/A,16.63,16.5,2.45,13.67,19.82,N/A,N/A,""
C_strong,8_target_0,9,"FirstName LastName",C,47,31.24,N/A,4.16,3.85,3.1,0,8.33,N/A,N/A,""
C_strong,9_sum_240,0,"FirstName LastName",PG,76,62.54,34,34.45,35.11,3.73,30.09,38.04,0.45,36.5,"GOOD_ACCURACY (<=2m off)"
C_strong,9_sum_240,1,"FirstName LastName",SG,73,59.3,34,34.75,35.03,2.93,30.82,38.02,0.75,42,"GOOD_ACCURACY (<=2m off)"
C_strong,9_sum_240,2,"FirstName LastName",SF,70,56.07,32,33.02,33.27,2.86,29.19,36.31,1.02,42,"GOOD_ACCURACY (<=2m off)"
C_strong,9_sum_240,3,"FirstName LastName",PF,66,51.75,32,32.25,32.62,2.52,28.96,35.22,0.25,53,"GOOD_ACCURACY (<=2m off)"
C_strong,9_sum_240,4,"FirstName LastName",C,63,48.51,28,28.44,28.61,2.48,25.09,31.21,0.44,55.5,"GOOD_ACCURACY (<=2m off)"
C_strong,9_sum_240,5,"FirstName LastName",G,60,45.27,24,24.76,24.94,2.83,20.84,28.41,0.76,53.5,"GOOD_ACCURACY (<=2m off)"
C_strong,9_sum_240,6,"FirstName LastName",F,57,42.04,20,18.88,18.8,3.15,14.92,23.03,-1.12,46.5,"GOOD_ACCURACY (<=2m off)"
C_strong,9_sum_240,7,"FirstName LastName",FC,54,38.8,20,17.35,17.25,3.8,12.43,22.36,-2.65,32.5,""
C_strong,9_sum_240,8,"FirstName LastName",GF,50,34.48,16,16.63,16.76,3.57,12.23,21.12,0.63,44.5,"GOOD_ACCURACY (<=2m off)"
C_strong,9_sum_240,9,"FirstName LastName",C,47,31.24,0,0.11,0,0.64,0,0,0.11,97,"DNP (0m)"
C_strong,10_sum_low_180,0,"FirstName LastName",PG,76,62.54,18,27.57,27.57,2.22,24.51,30.26,9.57,0.5,"LARGE_DEVIATION (>4m off)"
C_strong,10_sum_low_180,1,"FirstName LastName",SG,73,59.3,18,26.59,26.66,2.07,23.9,29,8.59,0,"LARGE_DEVIATION (>4m off)"
C_strong,10_sum_low_180,2,"FirstName LastName",SF,70,56.07,18,25,25.01,2.04,22.73,27.62,7,0.5,"LARGE_DEVIATION (>4m off)"
C_strong,10_sum_low_180,3,"FirstName LastName",PF,66,51.75,18,24.2,24.14,2.03,22.15,26.59,6.2,1.5,"LARGE_DEVIATION (>4m off)"
C_strong,10_sum_low_180,4,"FirstName LastName",C,63,48.51,18,22.89,23.13,2.28,19.76,25.64,4.89,13,"LARGE_DEVIATION (>4m off)"
C_strong,10_sum_low_180,5,"FirstName LastName",G,60,45.27,18,23.3,23.32,2.33,20.29,26.23,5.3,7,"LARGE_DEVIATION (>4m off)"
C_strong,10_sum_low_180,6,"FirstName LastName",F,57,42.04,18,21.34,21.28,2.26,18.29,24.05,3.34,26,""
C_strong,10_sum_low_180,7,"FirstName LastName",FC,54,38.8,18,20.88,21.18,2.55,17.53,23.9,2.88,29.5,""
C_strong,10_sum_low_180,8,"FirstName LastName",GF,50,34.48,18,24.76,24.68,2.2,22.06,27.31,6.76,3,"LARGE_DEVIATION (>4m off)"
C_strong,10_sum_low_180,9,"FirstName LastName",C,47,31.24,18,25.11,25.07,2.15,22.64,28.07,7.11,1.5,"LARGE_DEVIATION (>4m off)"
C_strong,11_sum_high_320,0,"FirstName LastName",PG,76,62.54,40,33.48,34.19,3.4,29.5,37.22,-6.52,1.5,"LARGE_DEVIATION (>4m off)"
C_strong,11_sum_high_320,1,"FirstName LastName",SG,73,59.3,40,33.35,33.77,2.9,29.71,36.88,-6.65,3.5,"LARGE_DEVIATION (>4m off)"
C_strong,11_sum_high_320,2,"FirstName LastName",SF,70,56.07,40,31.57,31.69,2.87,28.22,35.28,-8.43,0.5,"LARGE_DEVIATION (>4m off)"
C_strong,11_sum_high_320,3,"FirstName LastName",PF,66,51.75,40,29.82,29.91,2.89,26.33,33.38,-10.18,0.5,"LARGE_DEVIATION (>4m off)"
C_strong,11_sum_high_320,4,"FirstName LastName",C,63,48.51,40,27.74,27.86,2.96,23.78,31.42,-12.26,0,"LARGE_DEVIATION (>4m off)"
C_strong,11_sum_high_320,5,"FirstName LastName",G,60,45.27,24,17.65,17.83,3.35,12.8,22.08,-6.35,10,"LARGE_DEVIATION (>4m off)"
C_strong,11_sum_high_320,6,"FirstName LastName",F,57,42.04,24,13.78,13.59,3.73,8.66,19.23,-10.22,0.5,"LARGE_DEVIATION (>4m off)"
C_strong,11_sum_high_320,7,"FirstName LastName",FC,54,38.8,24,11.02,10.62,3.76,6.36,15.96,-12.98,0.5,"LARGE_DEVIATION (>4m off)"
C_strong,11_sum_high_320,8,"FirstName LastName",GF,50,34.48,24,19.64,19.68,3.46,15.25,24.35,-4.36,17,"LARGE_DEVIATION (>4m off)"
C_strong,11_sum_high_320,9,"FirstName LastName",C,47,31.24,24,22.82,23.01,3.02,18.83,26.31,-1.18,51,"GOOD_ACCURACY (<=2m off)"
C_strong,12_playoffs_starter_26,0,"FirstName LastName",PG,76,62.54,26,33.56,34.02,2.86,30.63,36.27,7.56,4,"LARGE_DEVIATION (>4m off)"
C_strong,12_playoffs_starter_26,1,"FirstName LastName",SG,73,59.3,N/A,39.73,40.33,3.17,34.84,42.82,N/A,N/A,""
C_strong,12_playoffs_starter_26,2,"FirstName LastName",SF,70,56.07,N/A,37.88,38.68,3.25,33.41,41.12,N/A,N/A,""
C_strong,12_playoffs_starter_26,3,"FirstName LastName",PF,66,51.75,N/A,35.99,36.7,3.22,32.14,38.78,N/A,N/A,""
