version,scenario,rosterIndex,playerName,pos,ovr,valueNoPot,targetMinutes,avgMinutes,medianMinutes,stdMinutes,p10Minutes,p90Minutes,avgMinusTarget,hitRateAbs2,notes
A_conservative,1_no_target_baseline,0,"FirstName LastName",PG,76,62.54,N/A,35.76,36.37,3.06,31.68,38.73,N/A,N/A,""
A_conservative,1_no_target_baseline,1,"FirstName LastName",SG,73,59.3,N/A,35.85,36.25,2.55,32.85,38.5,N/A,N/A,""
A_conservative,1_no_target_baseline,2,"FirstName LastName",SF,70,56.07,N/A,34.57,35.01,2.77,30.91,37.46,N/A,N/A,""
A_conservative,1_no_target_baseline,3,"FirstName LastName",PF,66,51.75,N/A,33.1,33.65,2.68,29.82,35.75,N/A,N/A,""
A_conservative,1_no_target_baseline,4,"FirstName LastName",C,63,48.51,N/A,30.66,31.03,2.31,27.78,33.36,N/A,N/A,""
A_conservative,1_no_target_baseline,5,"FirstName LastName",G,60,45.27,N/A,25.12,25.11,2.68,21.9,28.82,N/A,N/A,""
A_conservative,1_no_target_baseline,6,"FirstName LastName",F,57,42.04,N/A,21.09,21.24,2.38,17.94,24.09,N/A,N/A,""
A_conservative,1_no_target_baseline,7,"FirstName LastName",FC,54,38.8,N/A,15.12,15.17,3.3,11.09,19.23,N/A,N/A,""
A_conservative,1_no_target_baseline,8,"FirstName LastName",GF,50,34.48,N/A,7.96,7.57,3.96,3.16,13.72,N/A,N/A,""
A_conservative,1_no_target_baseline,9,"FirstName LastName",C,47,31.24,N/A,1.63,0.17,2.42,0,5.81,N/A,N/A,""
A_conservative,2_sub_6th_target_26,0,"FirstName LastName",PG,76,62.54,N/A,36.19,36.71,3.18,32.63,38.88,N/A,N/A,""
A_conservative,2_sub_6th_target_26,1,"FirstName LastName",SG,73,59.3,N/A,36.37,36.86,2.39,33.36,38.84,N/A,N/A,""
A_conservative,2_sub_6th_target_26,2,"FirstName LastName",SF,70,56.07,N/A,34.77,35.03,2.41,31.72,37.33,N/A,N/A,""
A_conservative,2_sub_6th_target_26,3,"FirstName LastName",PF,66,51.75,N/A,32.89,32.93,2.52,29.9,35.57,N/A,N/A,""
A_conservative,2_sub_6th_target_26,4,"FirstName LastName",C,63,48.51,N/A,30.88,31.16,2.52,27.86,33.43,N/A,N/A,""
A_conservative,2_sub_6th_target_26,5,"FirstName LastName",G,60,45.27,26,28.08,28.11,2.36,25.63,31.07,2.08,43,""
A_conservative,2_sub_6th_target_26,6,"FirstName LastName",F,57,42.04,N/A,20.58,20.51,2.71,17.06,23.59,N/A,N/A,""
A_conservative,2_sub_6th_target_26,7,"FirstName LastName",FC,54,38.8,N/A,14.79,14.47,3.47,10.38,19.4,N/A,N/A,""
A_conservative,2_sub_6th_target_26,8,"FirstName LastName",GF,50,34.48,N/A,6.02,5.54,3.65,1.81,11.23,N/A,N/A,""
A_conservative,2_sub_6th_target_26,9,"FirstName LastName",C,47,31.24,N/A,1.31,0,2.07,0,4.76,N/A,N/A,""
A_conservative,3_starter_target_26,0,"FirstName LastName",PG,76,62.54,26,32.64,33,2.55,29.82,35.44,6.64,3,"LARGE_DEVIATION (>4m off)"
A_conservative,3_starter_target_26,1,"FirstName LastName",SG,73,59.3,N/A,36.38,36.74,2.69,33.13,39.32,N/A,N/A,""
A_conservative,3_starter_target_26,2,"FirstName LastName",SF,70,56.07,N/A,35.16,35.5,2.46,32,37.83,N/A,N/A,""
A_conservative,3_starter_target_26,3,"FirstName LastName",PF,66,51.75,N/A,33.34,33.45,2.36,30.3,36.14,N/A,N/A,""
A_conservative,3_starter_target_26,4,"FirstName LastName",C,63,48.51,N/A,31.06,31.3,2.55,28.44,33.66,N/A,N/A,""
A_conservative,3_starter_target_26,5,"FirstName LastName",G,60,45.27,N/A,25.87,25.73,2.14,23.65,28.52,N/A,N/A,""
A_conservative,3_starter_target_26,6,"FirstName LastName",F,57,42.04,N/A,21.48,21.46,2.44,18.26,24.47,N/A,N/A,""
A_conservative,3_starter_target_26,7,"FirstName LastName",FC,54,38.8,N/A,16.45,16.77,3.08,12.28,20.37,N/A,N/A,""
A_conservative,3_starter_target_26,8,"FirstName LastName",GF,50,34.48,N/A,8.25,8.08,3.98,3.25,13.35,N/A,N/A,""
A_conservative,3_starter_target_26,9,"FirstName LastName",C,47,31.24,N/A,1.23,0,2.23,0,4.52,N/A,N/A,""
A_conservative,4_starter_target_36,0,"FirstName LastName",PG,76,62.54,36,36.22,36.67,2.89,32.28,39.13,0.22,56.5,"GOOD_ACCURACY (<=2m off)"
A_conservative,4_starter_target_36,1,"FirstName LastName",SG,73,59.3,N/A,35.86,36.41,2.77,32.51,38.47,N/A,N/A,""
A_conservative,4_starter_target_36,2,"FirstName LastName",SF,70,56.07,N/A,34.74,35.08,2.54,30.91,37.49,N/A,N/A,""
A_conservative,4_starter_target_36,3,"FirstName LastName",PF,66,51.75,N/A,33.14,33.66,2.45,30.07,35.59,N/A,N/A,""
A_conservative,4_starter_target_36,4,"FirstName LastName",C,63,48.51,N/A,30.86,31.15,2.22,27.94,33.3,N/A,N/A,""
A_conservative,4_starter_target_36,5,"FirstName LastName",G,60,45.27,N/A,24.97,25.01,2.72,21.7,28.34,N/A,N/A,""
A_conservative,4_starter_target_36,6,"FirstName LastName",F,57,42.04,N/A,20.84,20.84,2.5,17.63,23.89,N/A,N/A,""
A_conservative,4_starter_target_36,7,"FirstName LastName",FC,54,38.8,N/A,15.17,15.17,3.26,11.03,19.76,N/A,N/A,""
A_conservative,4_starter_target_36,8,"FirstName LastName",GF,50,34.48,N/A,7.58,7.55,3.73,2.87,12.58,N/A,N/A,""
A_conservative,4_starter_target_36,9,"FirstName LastName",C,47,31.24,N/A,1.24,0,2.2,0,4.99,N/A,N/A,""
A_conservative,5_bench_9th_target_12,0,"FirstName LastName",PG,76,62.54,N/A,35.49,36.17,3.22,31.14,38.62,N/A,N/A,""
A_conservative,5_bench_9th_target_12,1,"FirstName LastName",SG,73,59.3,N/A,35.7,36.16,2.84,31.97,38.68,N/A,N/A,""
A_conservative,5_bench_9th_target_12,2,"FirstName LastName",SF,70,56.07,N/A,34.27,34.79,3.04,30.03,37.51,N/A,N/A,""
A_conservative,5_bench_9th_target_12,3,"FirstName LastName",PF,66,51.75,N/A,32.8,33.14,2.88,29.2,35.74,N/A,N/A,""
A_conservative,5_bench_9th_target_12,4,"FirstName LastName",C,63,48.51,N/A,30.58,30.86,2.61,27.21,33.63,N/A,N/A,""
A_conservative,5_bench_9th_target_12,5,"FirstName LastName",G,60,45.27,N/A,25.22,25.32,2.78,22.01,28.65,N/A,N/A,""
A_conservative,5_bench_9th_target_12,6,"FirstName LastName",F,57,42.04,N/A,20.46,20.72,2.56,17.2,23.75,N/A,N/A,""
A_conservative,5_bench_9th_target_12,7,"FirstName LastName",FC,54,38.8,N/A,15.22,15.18,3.13,11.22,19.47,N/A,N/A,""
A_conservative,5_bench_9th_target_12,8,"FirstName LastName",GF,50,34.48,12,10.5,10.32,3.71,5.74,15.43,-1.5,37.5,"GOOD_ACCURACY (<=2m off)"
A_conservative,5_bench_9th_target_12,9,"FirstName LastName",C,47,31.24,N/A,1.52,0,2.35,0,4.96,N/A,N/A,""
A_conservative,6_bench_9th_target_26,0,"FirstName LastName",PG,76,62.54,N/A,35.36,36.08,3.17,31.09,38.42,N/A,N/A,""
A_conservative,6_bench_9th_target_26,1,"FirstName LastName",SG,73,59.3,N/A,35.2,35.63,2.77,31.5,38.44,N/A,N/A,""
A_conservative,6_bench_9th_target_26,2,"FirstName LastName",SF,70,56.07,N/A,34.02,34.62,2.99,29.78,37.13,N/A,N/A,""
A_conservative,6_bench_9th_target_26,3,"FirstName LastName",PF,66,51.75,N/A,32.37,32.75,2.49,28.82,35.35,N/A,N/A,""
A_conservative,6_bench_9th_target_26,4,"FirstName LastName",C,63,48.51,N/A,29.72,30.05,2.56,26.33,32.51,N/A,N/A,""
A_conservative,6_bench_9th_target_26,5,"FirstName LastName",G,60,45.27,N/A,23.6,23.78,2.36,20.4,26.36,N/A,N/A,""
A_conservative,6_bench_9th_target_26,6,"FirstName LastName",F,57,42.04,N/A,19.21,19.24,2.92,15.77,22.84,N/A,N/A,""
A_conservative,6_bench_9th_target_26,7,"FirstName LastName",FC,54,38.8,N/A,13.28,13.06,3.59,8.83,17.7,N/A,N/A,""
A_conservative,6_bench_9th_target_26,8,"FirstName LastName",GF,50,34.48,26,17.66,17.48,3.61,13.06,22.86,-8.34,4,"LARGE_DEVIATION (>4m off)"
A_conservative,6_bench_9th_target_26,9,"FirstName LastName",C,47,31.24,N/A,1.21,0,2.21,0,4.6,N/A,N/A,""
A_conservative,7_starter_target_14,0,"FirstName LastName",PG,76,62.54,14,24.7,24.57,1.9,22.6,26.96,10.7,0,"LARGE_DEVIATION (>4m off)"
A_conservative,7_starter_target_14,1,"FirstName LastName",SG,73,59.3,N/A,36.37,36.71,3,32.73,39.19,N/A,N/A,""
A_conservative,7_starter_target_14,2,"FirstName LastName",SF,70,56.07,N/A,35.17,35.6,2.81,31.73,38.09,N/A,N/A,""
A_conservative,7_starter_target_14,3,"FirstName LastName",PF,66,51.75,N/A,33.56,33.75,2.61,30.44,36.35,N/A,N/A,""
A_conservative,7_starter_target_14,4,"FirstName LastName",C,63,48.51,N/A,31.3,31.88,2.65,27.56,33.88,N/A,N/A,""
A_conservative,7_starter_target_14,5,"FirstName LastName",G,60,45.27,N/A,27.05,27.27,2.82,24.34,30.07,N/A,N/A,""
A_conservative,7_starter_target_14,6,"FirstName LastName",F,57,42.04,N/A,22.11,22.09,2.33,19.27,24.88,N/A,N/A,""
A_conservative,7_starter_target_14,7,"FirstName LastName",FC,54,38.8,N/A,17.58,17.44,3.26,13.62,21.88,N/A,N/A,""
A_conservative,7_starter_target_14,8,"FirstName LastName",GF,50,34.48,N/A,12.17,12.16,3.33,8.28,16.64,N/A,N/A,""
A_conservative,7_starter_target_14,9,"FirstName LastName",C,47,31.24,N/A,2,0.74,2.57,0,5.95,N/A,N/A,""
A_conservative,8_target_0,0,"FirstName LastName",PG,76,62.54,0,12.77,12.53,2.2,10.31,15.68,12.77,0,"Low rotation (~2-7m)"
A_conservative,8_target_0,1,"FirstName LastName",SG,73,59.3,N/A,36.75,37.06,3.08,32.25,39.65,N/A,N/A,""
A_conservative,8_target_0,2,"FirstName LastName",SF,70,56.07,N/A,35.45,35.84,2.74,32.05,38.21,N/A,N/A,""
A_conservative,8_target_0,3,"FirstName LastName",PF,66,51.75,N/A,34.71,35.09,2.49,31.58,37.14,N/A,N/A,""
A_conservative,8_target_0,4,"FirstName LastName",C,63,48.51,N/A,32.37,32.74,2.6,29.29,34.87,N/A,N/A,""
A_conservative,8_target_0,5,"FirstName LastName",G,60,45.27,N/A,28.63,28.68,2.13,25.83,31.22,N/A,N/A,""
A_conservative,8_target_0,6,"FirstName LastName",F,57,42.04,N/A,23.32,23.13,2.09,20.85,26.2,N/A,N/A,""
A_conservative,8_target_0,7,"FirstName LastName",FC,54,38.8,N/A,19.39,19.28,2.69,16.34,22.94,N/A,N/A,""
A_conservative,8_target_0,8,"FirstName LastName",GF,50,34.48,N/A,15.25,15.2,2.54,12.44,18.57,N/A,N/A,""
A_conservative,8_target_0,9,"FirstName LastName",C,47,31.24,N/A,3.11,2.73,2.94,0,7.63,N/A,N/A,""
A_conservative,9_sum_240,0,"FirstName LastName",PG,76,62.54,34,34.79,35.69,3.65,30.6,38.04,0.79,35,"GOOD_ACCURACY (<=2m off)"
A_conservative,9_sum_240,1,"FirstName LastName",SG,73,59.3,34,34.93,35.22,3.01,31.01,38.34,0.93,47,"GOOD_ACCURACY (<=2m off)"
A_conservative,9_sum_240,2,"FirstName LastName",SF,70,56.07,32,33.06,33.44,3,29.17,36.49,1.06,43,"GOOD_ACCURACY (<=2m off)"
A_conservative,9_sum_240,3,"FirstName LastName",PF,66,51.75,32,32.18,32.35,2.64,28.56,35.28,0.18,51.5,"GOOD_ACCURACY (<=2m off)"
A_conservative,9_sum_240,4,"FirstName LastName",C,63,48.51,28,28.27,28.43,2.5,24.87,31.21,0.27,55,"GOOD_ACCURACY (<=2m off)"
A_conservative,9_sum_240,5,"FirstName LastName",G,60,45.27,24,24.77,25.13,2.94,20.47,28.3,0.77,47.5,"GOOD_ACCURACY (<=2m off)"
A_conservative,9_sum_240,6,"FirstName LastName",F,57,42.04,20,18.89,18.63,3.18,14.85,23.04,-1.11,41,"GOOD_ACCURACY (<=2m off)"
A_conservative,9_sum_240,7,"FirstName LastName",FC,54,38.8,20,17.62,17.72,3.47,13.05,22.02,-2.38,36.5,""
A_conservative,9_sum_240,8,"FirstName LastName",GF,50,34.48,16,16.04,15.92,3.4,11.87,20.75,0.04,43,"GOOD_ACCURACY (<=2m off)"
A_conservative,9_sum_240,9,"FirstName LastName",C,47,31.24,0,0.7,0,1.37,0,2.91,0.7,84,"DNP (0m)"
A_conservative,10_sum_low_180,0,"FirstName LastName",PG,76,62.54,18,28.86,28.93,2.77,25.89,31.87,10.86,0,"LARGE_DEVIATION (>4m off)"
A_conservative,10_sum_low_180,1,"FirstName LastName",SG,73,59.3,18,28.28,28.38,1.87,25.92,30.46,10.28,0,"LARGE_DEVIATION (>4m off)"
A_conservative,10_sum_low_180,2,"FirstName LastName",SF,70,56.07,18,26.53,26.48,2.04,24.1,29.06,8.53,0.5,"LARGE_DEVIATION (>4m off)"
A_conservative,10_sum_low_180,3,"FirstName LastName",PF,66,51.75,18,25.3,25.28,1.88,22.9,27.84,7.3,0,"LARGE_DEVIATION (>4m off)"
A_conservative,10_sum_low_180,4,"FirstName LastName",C,63,48.51,18,23.7,23.85,2.11,21.16,26.27,5.7,3.5,"LARGE_DEVIATION (>4m off)"
A_conservative,10_sum_low_180,5,"FirstName LastName",G,60,45.27,18,24.15,23.91,2.26,21.61,27.13,6.15,2,"LARGE_DEVIATION (>4m off)"
A_conservative,10_sum_low_180,6,"FirstName LastName",F,57,42.04,18,22.16,22.13,2.12,19.58,24.89,4.16,11.5,"LARGE_DEVIATION (>4m off)"
A_conservative,10_sum_low_180,7,"FirstName LastName",FC,54,38.8,18,22.13,21.99,2.52,19.36,25.24,4.13,11,"LARGE_DEVIATION (>4m off)"
